decision_id,relationship_id,context_space_id,context_rule_ids_json,previous_validation_status,new_validation_status,previous_strategy_eligibility,new_strategy_eligibility,strategy_lane,decision_reason,evidence_summary,schema_version,ingested_ts_ms,market_id_a,market_id_b,question_a,question_b,relationship_type,relationship_subtype,relationship_family
c729dbc884d6fdd44ad5b8b2328e437e,44b90050a17ee86d2db590ea611662e1,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447792,540820,540844,Trump out as President before GTA VI?,Will bitcoin hit $1m before GTA VI?,rejected,same_reference_clock_only,
dffb2bd678069e56345ff87f10755aee,656c1df5bb31997622521bc9e9f0adc6,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447587,540819,540843,Will Jesus Christ return before GTA VI?,Will China invades Taiwan before GTA VI?,same_reference_clock,same_reference_clock_only,temporal
eb2b3d158cb03f0f6124dbc6804421a2,759843b8ca4b1c0c5f6cd9d21c0f7f06,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447793,540820,573647,Trump out as President before GTA VI?,Will GPT-6 be released before GTA VI?,rejected,same_reference_clock_only,
0212765f3c8ff64e3050dedab59e5bb8,7e196c9cbf9fd7930dfcbf324ce82ebd,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447684,540817,540818,New Rihanna Album before GTA VI?,New Playboi Carti Album before GTA VI?,rejected,same_reference_clock_only,
649ea29fc6b9e9383c2f603d9d720bdc,9f8979f5595d8799aa56516df800886a,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447587,540817,540843,New Rihanna Album before GTA VI?,Will China invades Taiwan before GTA VI?,same_reference_clock,same_reference_clock_only,temporal
551aedbb39b030236fbf1fcc1d6ff93d,a38a46b0aa9e43da32288b6491f29802,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447587,540843,540844,Will China invades Taiwan before GTA VI?,Will bitcoin hit $1m before GTA VI?,same_reference_clock,same_reference_clock_only,temporal
88064ca6dc1d694a23ed5a975fed004c,d6b7e9ccd5f194edc1dbaf107b3b87c2,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447792,540819,540844,Will Jesus Christ return before GTA VI?,Will bitcoin hit $1m before GTA VI?,rejected,same_reference_clock_only,
fa84a47649cd6ee3dc9c72026a9d39e7,e02bbc12cf27e2f1c7892aeaf4730cdf,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",rejected,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447790,540819,540820,Will Jesus Christ return before GTA VI?,Trump out as President before GTA VI?,rejected,same_reference_clock_only,
9049c83448a052911d725dbd0a3ccb9d,eb2787e350b8e0294d593c91947117e4,same_reference_clock_before_gta_vi,"[""same_reference_not_tradeable_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,shared_reference_not_tradeable:pending:0.90,1,1778587447587,540843,573647,Will China invades Taiwan before GTA VI?,Will GPT-6 be released before GTA VI?,same_reference_clock,same_reference_clock_only,temporal
2a05eb26918cf285e7fd53490675897f,041a070f2522e0085ca5b0f128910ac5,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447781,561230,565065,Will Gavin Newsom win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
78a1800e35ef078a812e0051a203633d,0588919fb5757ba381b2acd9e49a13ac,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447764,561263,565064,Will Eric Trump win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
561072455b8543d6e3736b569c0b41af,0757dba0a05e54599e481c229b5c61cf,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447602,561242,561976,Will Tulsi Gabbard win the 2028 US Presidential Election?,Will Tulsi Gabbard win the 2028 Republican presidential nomination?,rejected,nomination_to_general_dependency,
944418285cacf0a0264e6ef6051c0b5b,08f3aac10db26432a45c16b66e950080,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447772,561246,565065,Will Ron DeSantis win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
eb4b0e5868af39090e7343594a61c240,0a46a3c67826638e3f0bcb5e386c397b,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447773,561260,565065,Will Thomas Massie win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
3c1b526d59b64a895944a9040df40cae,0bdd77d3e422f310da192706152eb3c6,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447759,561259,565064,Will Ro Khanna win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
258b1c06cd50920c5cacfeb03d7b8efa,0c2bbb1172ebad2c914731d5b11944f4,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447789,561262,565064,Will James Talarico win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
e0d2a947e07abceccb8d0edce2ff3db6,0c6b92b7277bcc75dc61ab8ee3c319cb,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447775,561263,565065,Will Eric Trump win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
fb93378f7dab551d7bf1630d23b80c83,0fd03a5450fa049fe88aba1635a46d26,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447786,561256,565064,Will Zohran Mamdani win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
82d0831b3ab259467e7fc5eea3e8fdcd,11297a83a431c39fb5e2debf36ca336e,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447774,561231,565064,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
87a12ff49a96104b081974af10854483,17feb22f47cb4979505c2426b7de7de9,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447774,561254,565064,Will Kim Kardashian win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
bfefdd04f86beab75d6d215dd7b0f8c0,18fb149ec147379b34dea643cb9f5222,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447796,561251,565064,Will LeBron James win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
0c8b3089815b1d1df0ef0dc30d6bc2d3,1c302d09aad4deb9ff7250e3c822df1d,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447601,561238,561977,Will Glenn Youngkin win the 2028 US Presidential Election?,Will Glenn Youngkin win the 2028 Republican presidential nomination?,rejected,nomination_to_general_dependency,
bc4865f9c92d6348551ac4e756d0ecb8,2502768162b199ed335812829da2d413,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447781,561252,565065,Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
497e33c5cf9315c58b01b0bf1c802165,270d24767c9562847fa4314296c5b634,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447791,561233,565064,Will Josh Shapiro win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
10039735afa9be5f20e7c78c64b80c6d,2d25494e96480450e77183ad9b2454a9,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447774,561248,565064,Will Vivek Ramaswamy win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
9bf22e90b68ffd77af505a3f23eb9c55,2d911c0905127bffd7fd430f4b610760,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447601,559654,561232,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,Will Pete Buttigieg win the 2028 US Presidential Election?,rejected,nomination_to_general_dependency,
faa42f395193862ace9295d7728ad527,2de26bc261398987df16efb1545e1843,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447604,561264,562008,Will Pete Hegseth win the 2028 US Presidential Election?,Will Pete Hegseth win the 2028 Republican presidential nomination?,rejected,nomination_to_general_dependency,
214c581c689a2b2808373c728bde7a45,2f0acba9f0f6fa8c16d05b347b168757,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447778,561253,565065,Will Tucker Carlson win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
2422bc4133016e2ccfded1a5eba94a40,2f712e642673ecb9a5e9a9ac4f5ecb82,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447774,561243,565065,Will Donald Trump win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
1761344bbb074a0b4d1501c96317279a,32aab9963a4f36a90e88aea93c00d33a,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447780,561244,565065,Will Donald Trump Jr. win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
6c16d42ce496615da1f479f478b4f02c,33c741f36ffaa2666f3fbcf2ff1de4dc,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447774,561232,565064,Will Pete Buttigieg win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
19b0c08bd5d8352fc720761fa64de208,351d1fdb96c8437bcc50c9efdc849634,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447779,561239,565064,Will Kamala Harris win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
3206d0c84807d1992305593d70747962,38155e7ac6731e5aec259ee31b612f51,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447779,561264,565065,Will Pete Hegseth win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
851d68a001ff5fdafb61eceb127aea5a,3aae3cb1b2ec3730bfac0f54ce120dc9,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447620,561254,562003,Will Kim Kardashian win the 2028 US Presidential Election?,Will Kim Kardashian win the 2028 Republican presidential nomination?,rejected,nomination_to_general_dependency,
b48ac95525d456262496a703e323d43f,3ab9645d3305aa7753a43e4712fec8e6,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447778,561260,565064,Will Thomas Massie win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
a0caf8687f07e8577ca6cdfd93468d15,3c339f59ff666afdd8ea9906149a1eb0,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447763,561238,565065,Will Glenn Youngkin win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
66f1b38ee975dd24d71ad23953daa980,3c4c4d4734389fadaed96d4f40e0c654,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447592,561250,561990,Will Elon Musk win the 2028 US Presidential Election?,Will Elon Musk win the 2028 Republican presidential nomination?,rejected,nomination_to_general_dependency,
44b0239ee946fa9a3ee1956a6045e352,3d634456c3026c071a0457c05dc4f462,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447609,561253,561996,Will Tucker Carlson win the 2028 US Presidential Election?,Will Tucker Carlson win the 2028 Republican presidential nomination?,rejected,nomination_to_general_dependency,
752a0bc15908a9fe91cf5a26a0cf7652,3e724fd557311a758d2ff30d51f096d4,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447774,561257,565064,Will Michelle Obama win the 2028 US Presidential Election?,Will the Republicans win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
c7a619615453cc9eeebc795bba2020b4,418590bdf1fce3b701b0dbf876edeb79,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447605,559652,561230,Will Gavin Newsom win the 2028 Democratic presidential nomination?,Will Gavin Newsom win the 2028 US Presidential Election?,rejected,nomination_to_general_dependency,
675f6a6ed64ebeec19289487644bcd72,4ceb6c57b9a9908fcbbbe636c2b57b9d,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447594,559658,561239,Will Kamala Harris win the 2028 Democratic presidential nomination?,Will Kamala Harris win the 2028 US Presidential Election?,rejected,nomination_to_general_dependency,
10cda3d469732eb922046d22fd04e8c5,5523209e676b059e80540211313918fc,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447787,561249,565065,Will Greg Abbott win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
7d982809e2734d7e685c162228d543ab,55c2d8572e14422eb9d47ccfd590a2e7,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447606,559659,561236,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,Will Gretchen Whitmer win the 2028 US Presidential Election?,rejected,nomination_to_general_dependency,
c45760e4a000a9230e83336b5d4328ab,5a13d948bddde820b36f6b176f42c66a,us_2028_presidential_nomination_general,[],rejected,rejected,ineligible,ineligible,research_only,missing required world-context rule,,1,1778587447775,561229,565065,Will JD Vance win the 2028 US Presidential Election?,Will the Democrats win the 2028 US Presidential Election?,rejected,candidate_to_party_dependency,
1fadd6fb95509aef897a631e3989702a,5b9170e0c89e0e7ad7bb127a5796d918,us_2028_presidential_nomination_general,"[""us_nomination_general_not_deterministic_v1""]",needs_manual_review,needs_manual_review,ineligible,ineligible,analysis_only,context rule explicitly keeps this relationship analysis-only,nomination_general_not_deterministic:pending:0.90,1,1778587447600,559666,561247,Will Tim Walz win the 2028 Democratic presidential nomination?,Will Tim Walz win the 2028 US Presidential Election?,rejected,nomination_to_general_dependency,
