relationship_id,market_id_a,market_id_b,type,family,status,strategy_eligibility,question_a,question_b,final_confidence,entity_score,time_score,threshold,candidate_a,candidate_b,shared_event
a5db3fc962bf80a989856ec4a4676663,561238,561256,rejected,,rejected,eligible,Will Glenn Youngkin win the 2028 US Presidential Election?,Will Zohran Mamdani win the 2028 US Presidential Election?,0.4221,0.1,1.0,,,,
daedba2562be16404299da9e930645ff,561238,561246,rejected,,rejected,eligible,Will Glenn Youngkin win the 2028 US Presidential Election?,Will Ron DeSantis win the 2028 US Presidential Election?,0.4156,0.1,1.0,,,,
9e0f1dfe4585dbd87507e91b40824874,559664,559692,rejected,,rejected,eligible,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Jasmine Crockett win the 2028 Democratic presidential nomination?,0.4087,0.293,1.0,,,,
4a7edc372855264331bddc9b1b7798f7,559662,559668,rejected,,rejected,eligible,Will Mark Cuban win the 2028 Democratic presidential nomination?,Will Mark Kelly win the 2028 Democratic presidential nomination?,0.4065,0.15,1.0,,,,
210fbb4f8b616bb4da4239900e8feff9,559661,559675,rejected,,rejected,eligible,Will Jon Ossoff win the 2028 Democratic presidential nomination?,Will Jon Stewart win the 2028 Democratic presidential nomination?,0.4033,0.15,1.0,,,,
3ded6c09ce12018a6d06c211f1e5dc4a,559680,559691,rejected,,rejected,eligible,Will Phil Murphy win the 2028 Democratic presidential nomination?,Will Chris Murphy win the 2028 Democratic presidential nomination?,0.4033,0.15,1.0,,,,
3746b3cfa79b27fc03a3904eb43090a0,561229,561246,rejected,,rejected,eligible,Will JD Vance win the 2028 US Presidential Election?,Will Ron DeSantis win the 2028 US Presidential Election?,0.4022,0.1,1.0,,,,
03944fc624d90f63bf7334623cedd179,561243,561263,rejected,,rejected,ineligible,Will Donald Trump win the 2028 US Presidential Election?,Will Eric Trump win the 2028 US Presidential Election?,0.4,0.1,1.0,,,,
8cd78a1977f5200ff342e072bdd6bf15,559667,561257,same_topic_no_trade,unknown,rejected,eligible,Will Michelle Obama win the 2028 Democratic presidential nomination?,Will Michelle Obama win the 2028 US Presidential Election?,0.4,0.8,1.0,,,,
e5267754e49a11237e3cd6f4d4a5eda2,559671,561256,same_topic_no_trade,unknown,rejected,eligible,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,Will Zohran Mamdani win the 2028 US Presidential Election?,0.4,0.8,1.0,,,,
88ece0b06812ee7e9bf19d7b9b686232,561243,561255,rejected,,rejected,eligible,Will Donald Trump win the 2028 US Presidential Election?,Will Ivanka Trump win the 2028 US Presidential Election?,0.4,0.1,1.0,,,,
ce31d61be71e2c1c5c022fefcb65cec6,561255,561263,rejected,,rejected,ineligible,Will Ivanka Trump win the 2028 US Presidential Election?,Will Eric Trump win the 2028 US Presidential Election?,0.4,0.1,1.0,,,,
671c63a001cfdfe037255346d48f4dd6,559660,561237,same_topic_no_trade,unknown,rejected,eligible,Will Andy Beshear win the 2028 Democratic presidential nomination?,Will Andy Beshear win the 2028 US Presidential Election?,0.3989,0.8,1.0,,,,
67702d888fa0ce85614d831561f2d55b,559653,561231,same_topic_no_trade,unknown,rejected,eligible,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,0.3989,0.8,1.0,,,,
45fd5e6fef3c8eb97150eadd3620d712,561246,561256,rejected,,rejected,eligible,Will Ron DeSantis win the 2028 US Presidential Election?,Will Zohran Mamdani win the 2028 US Presidential Election?,0.3981,0.1,1.0,,,,
3383a8fb77a9b2c0c908afc55c5e65d0,561240,561246,rejected,,rejected,eligible,Will Stephen Smith win the 2028 US Presidential Election?,Will Ron DeSantis win the 2028 US Presidential Election?,0.3981,0.1,1.0,,,,
9814f0b1f2c1e137cdd0f01081c9d79d,561248,561981,same_topic_no_trade,unknown,rejected,eligible,Will Vivek Ramaswamy win the 2028 US Presidential Election?,Will Vivek Ramaswamy win the 2028 Republican presidential nomination?,0.3959,0.8,1.0,,,,
5184b8ec86e00363b1ae708c47147f3c,561230,561246,rejected,,rejected,eligible,Will Gavin Newsom win the 2028 US Presidential Election?,Will Ron DeSantis win the 2028 US Presidential Election?,0.3954,0.1,1.0,,,,
03e74183de3610738e4c7192a904db11,559668,559694,rejected,,rejected,eligible,Will Mark Kelly win the 2028 Democratic presidential nomination?,Will Ro Khanna win the 2028 Democratic presidential nomination?,0.3947,0.15,1.0,,,,
cbf9ef26534e42ebee547ec6fa7b7b76,559662,559694,rejected,,rejected,eligible,Will Mark Cuban win the 2028 Democratic presidential nomination?,Will Ro Khanna win the 2028 Democratic presidential nomination?,0.3947,0.15,1.0,,,,
7b13eefd6d90d2688ac31722ff8efe17,561260,562005,same_topic_no_trade,unknown,rejected,eligible,Will Thomas Massie win the 2028 US Presidential Election?,Will Thomas Massie win the 2028 Republican presidential nomination?,0.394,0.775,1.0,,,,
6d862d73d1e0fdaf6175f376226e9342,559677,559684,rejected,,rejected,eligible,Will Hillary Clinton win the 2028 Democratic presidential nomination?,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,0.3933,0.1,1.0,,,,
5b9170e0c89e0e7ad7bb127a5796d918,559666,561247,same_topic_no_trade,unknown,rejected,eligible,Will Tim Walz win the 2028 Democratic presidential nomination?,Will Tim Walz win the 2028 US Presidential Election?,0.3933,0.8,1.0,,,,
1c302d09aad4deb9ff7250e3c822df1d,561238,561977,same_topic_no_trade,unknown,rejected,eligible,Will Glenn Youngkin win the 2028 US Presidential Election?,Will Glenn Youngkin win the 2028 Republican presidential nomination?,0.3923,0.8,1.0,,,,
d1665f8688af505f6969f6abefb096d6,559694,561259,same_topic_no_trade,unknown,rejected,eligible,Will Ro Khanna win the 2028 Democratic presidential nomination?,Will Ro Khanna win the 2028 US Presidential Election?,0.3914,0.775,1.0,,,,
2d911c0905127bffd7fd430f4b610760,559654,561232,same_topic_no_trade,unknown,rejected,eligible,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,Will Pete Buttigieg win the 2028 US Presidential Election?,0.3914,0.775,1.0,,,,
3c4c4d4734389fadaed96d4f40e0c654,561250,561990,same_topic_no_trade,unknown,rejected,eligible,Will Elon Musk win the 2028 US Presidential Election?,Will Elon Musk win the 2028 Republican presidential nomination?,0.3903,0.8,1.0,,,,
a32d8d6605c4ff9fc8381752bb637f2e,559655,561233,same_topic_no_trade,unknown,rejected,eligible,Will Josh Shapiro win the 2028 Democratic presidential nomination?,Will Josh Shapiro win the 2028 US Presidential Election?,0.3903,0.8,1.0,,,,
0757dba0a05e54599e481c229b5c61cf,561242,561976,same_topic_no_trade,unknown,rejected,eligible,Will Tulsi Gabbard win the 2028 US Presidential Election?,Will Tulsi Gabbard win the 2028 Republican presidential nomination?,0.3903,0.775,1.0,,,,
3bb6bcbd0abfb4df2b75823d080d9584,559659,559685,rejected,,rejected,eligible,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
91781c6814d54ad30bd2b0442b0f2a82,559658,559685,rejected,,rejected,eligible,Will Kamala Harris win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
f7aa029056858a7d61b62a8de8c6db83,559665,559685,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
e472832acd7c6f09caaac105a3e4f01f,559670,559685,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
1a0658a5181b41cda09c5b160d6b01e9,559672,559685,rejected,,rejected,eligible,Will Roy Cooper win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
42094d38224ee0d0557108e71dc331a2,559673,559685,rejected,,rejected,eligible,Will John Fetterman win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
5a2a278444df7af94c9eb121ed79c5ee,559674,559685,rejected,,rejected,eligible,Will Jared Polis win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
1679ec6ef3dd32d0020e6c277ca55fad,559675,559685,rejected,,rejected,eligible,Will Jon Stewart win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
f4665bac361b8d7c4cff622177e7fa97,559676,559685,rejected,,rejected,eligible,Will Barack Obama win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
988dfac7efd546f72713a3ac10ed16f2,559679,559685,rejected,,rejected,eligible,Will Bernie Sanders win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
b5d69ae0b29a9ee8e109065650aef40d,559680,559685,rejected,,rejected,eligible,Will Phil Murphy win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
b5204c7778da5b1d5c4db2ea465ae1dc,559682,559685,rejected,,rejected,eligible,Will Hunter Biden win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
04b4e2073f8d552ff38835d845f56855,559685,559687,rejected,,rejected,eligible,Will MrBeast win the 2028 Democratic presidential nomination?,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
ded179019bd03654b9fb0f6eb2a60128,559685,559689,rejected,,rejected,eligible,Will MrBeast win the 2028 Democratic presidential nomination?,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
7344cebc91202d6299c474a379be65ca,559656,559685,rejected,,rejected,eligible,Will Wes Moore win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
973ddd37f6aefdbbb580499bedd6f936,559685,559691,rejected,,rejected,eligible,Will MrBeast win the 2028 Democratic presidential nomination?,Will Chris Murphy win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
8aca787a9e1cbd1bc32df816a01b7722,561974,561995,rejected,,rejected,eligible,Will J.D. Vance win the 2028 Republican presidential nomination?,Will Mike Pence win the 2028 Republican presidential nomination?,0.39,0.15,1.0,,,,
97587714cf788570f7cdb31a7c93be86,559661,559685,rejected,,rejected,eligible,Will Jon Ossoff win the 2028 Democratic presidential nomination?,Will MrBeast win the 2028 Democratic presidential nomination?,0.39,0.15,1.0,,,,
8d74d8b4a8ef0f5ccfe55a83f8af3f13,561973,561974,rejected,,rejected,eligible,Will Donald Trump win the 2028 Republican presidential nomination?,Will J.D. Vance win the 2028 Republican presidential nomination?,0.39,0.15,1.0,,,,
f0079a1fd8ce28c2c51a9908e1d4794e,561974,561983,rejected,,rejected,eligible,Will J.D. Vance win the 2028 Republican presidential nomination?,Will Greg Abbott win the 2028 Republican presidential nomination?,0.39,0.15,1.0,,,,
4e9fa9145a929cefff2a6adafdf0e8c9,561974,561985,rejected,,rejected,eligible,Will J.D. Vance win the 2028 Republican presidential nomination?,Will Brian Kemp win the 2028 Republican presidential nomination?,0.39,0.15,1.0,,,,
c1b69c8ab2df63d9173357cc5b838ee7,561974,561996,rejected,,rejected,eligible,Will J.D. Vance win the 2028 Republican presidential nomination?,Will Tucker Carlson win the 2028 Republican presidential nomination?,0.39,0.15,1.0,,,,
d83ea6ad30dbdbf28a07297bbba46ff2,559695,561262,same_topic_no_trade,unknown,rejected,eligible,Will James Talarico win the 2028 Democratic presidential nomination?,Will James Talarico win the 2028 US Presidential Election?,0.3886,0.8,1.0,,,,
cec0db338843fe1406f15edb794b2acd,561246,561979,same_topic_no_trade,unknown,rejected,eligible,Will Ron DeSantis win the 2028 US Presidential Election?,Will Ron DeSantis win the 2028 Republican presidential nomination?,0.3886,0.8,1.0,,,,
f910bd97650b0bd92bcdf52de7b40059,559667,559676,rejected,,rejected,eligible,Will Michelle Obama win the 2028 Democratic presidential nomination?,Will Barack Obama win the 2028 Democratic presidential nomination?,0.3883,0.075,1.0,,,,
9e29fc621d43dea534c0a6e4fcc17b9b,561998,562006,rejected,,rejected,eligible,Will Ivanka Trump win the 2028 Republican presidential nomination?,Will Eric Trump win the 2028 Republican presidential nomination?,0.3883,0.075,1.0,,,,
3149098dbe6b313262d91ed4ac193781,561973,561998,rejected,,rejected,eligible,Will Donald Trump win the 2028 Republican presidential nomination?,Will Ivanka Trump win the 2028 Republican presidential nomination?,0.3883,0.075,1.0,,,,
2de26bc261398987df16efb1545e1843,561264,562008,same_topic_no_trade,unknown,rejected,ineligible,Will Pete Hegseth win the 2028 US Presidential Election?,Will Pete Hegseth win the 2028 Republican presidential nomination?,0.3883,0.775,1.0,,,,
81bc17f1290a94cdc67b3f9e0af9ecea,561255,561998,same_topic_no_trade,unknown,rejected,eligible,Will Ivanka Trump win the 2028 US Presidential Election?,Will Ivanka Trump win the 2028 Republican presidential nomination?,0.3876,0.8,1.0,,,,
418590bdf1fce3b701b0dbf876edeb79,559652,561230,same_topic_no_trade,unknown,rejected,eligible,Will Gavin Newsom win the 2028 Democratic presidential nomination?,Will Gavin Newsom win the 2028 US Presidential Election?,0.3873,0.775,1.0,,,,
55c2d8572e14422eb9d47ccfd590a2e7,559659,561236,same_topic_no_trade,unknown,rejected,eligible,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,Will Gretchen Whitmer win the 2028 US Presidential Election?,0.3862,0.775,1.0,,,,
e602b8cb88b133424c34496b91dcd2b7,561249,561983,same_topic_no_trade,unknown,rejected,eligible,Will Greg Abbott win the 2028 US Presidential Election?,Will Greg Abbott win the 2028 Republican presidential nomination?,0.3862,0.775,1.0,,,,
eb3a5dbeda50cda3d8ebb7efb0ec27ac,559681,561251,same_topic_no_trade,unknown,rejected,eligible,Will LeBron James win the 2028 Democratic presidential nomination?,Will LeBron James win the 2028 US Presidential Election?,0.385,0.8,1.0,,,,
d05915e5bc330ac8425757d70807351d,559654,559688,rejected,,rejected,eligible,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,Will Andrew Yang win the 2028 Democratic presidential nomination?,0.3845,0.15,1.0,,,,
efff93b3309cbec4b2db7533a8e1eccf,561235,561261,rejected,,rejected,eligible,Will Wes Moore win the 2028 US Presidential Election?,Will Jon Ossoff win the 2028 US Presidential Election?,0.3836,0.1,1.0,,,,
c16c87976c39bf32c46a238058a19da0,561243,561973,same_topic_no_trade,unknown,rejected,eligible,Will Donald Trump win the 2028 US Presidential Election?,Will Donald Trump win the 2028 Republican presidential nomination?,0.3826,0.775,1.0,,,,
afbb888cff6a11db64add1dcbd907460,561263,562006,same_topic_no_trade,unknown,rejected,ineligible,Will Eric Trump win the 2028 US Presidential Election?,Will Eric Trump win the 2028 Republican presidential nomination?,0.3826,0.775,1.0,,,,
0b8744f8016fd17a66b13a85725f460a,559681,559695,rejected,,rejected,eligible,Will LeBron James win the 2028 Democratic presidential nomination?,Will James Talarico win the 2028 Democratic presidential nomination?,0.3825,0.1,1.0,,,,
e0438cf9d9f6fe0f058961a8c336d7ba,561235,561254,rejected,,rejected,ineligible,Will Wes Moore win the 2028 US Presidential Election?,Will Kim Kardashian win the 2028 US Presidential Election?,0.3825,0.1,1.0,,,,
af75071d3691d07f3a40912b37d87202,561254,561261,rejected,,rejected,ineligible,Will Kim Kardashian win the 2028 US Presidential Election?,Will Jon Ossoff win the 2028 US Presidential Election?,0.3825,0.1,1.0,,,,
dd9612cec1a2b849a174209b8fc7ab64,561230,561249,rejected,,rejected,eligible,Will Gavin Newsom win the 2028 US Presidential Election?,Will Greg Abbott win the 2028 US Presidential Election?,0.3824,0.1,1.0,,,,
f91baba31c7cbd931f2ad3a8ce640780,559690,561254,same_topic_no_trade,unknown,rejected,ineligible,Will Kim Kardashian win the 2028 Democratic presidential nomination?,Will Kim Kardashian win the 2028 US Presidential Election?,0.3811,0.8,1.0,,,,
3d634456c3026c071a0457c05dc4f462,561253,561996,same_topic_no_trade,unknown,rejected,eligible,Will Tucker Carlson win the 2028 US Presidential Election?,Will Tucker Carlson win the 2028 Republican presidential nomination?,0.3808,0.775,1.0,,,,
c30a8da72e76b3fbb882e493f3e647a9,559656,561235,same_topic_no_trade,unknown,rejected,eligible,Will Wes Moore win the 2028 Democratic presidential nomination?,Will Wes Moore win the 2028 US Presidential Election?,0.3806,0.775,1.0,,,,
9003ce2e15bbe67795cee885e20fcca1,559661,561261,same_topic_no_trade,unknown,rejected,eligible,Will Jon Ossoff win the 2028 Democratic presidential nomination?,Will Jon Ossoff win the 2028 US Presidential Election?,0.3806,0.775,1.0,,,,
995ba56218292b86b031194616e39001,559658,559682,rejected,,rejected,eligible,Will Kamala Harris win the 2028 Democratic presidential nomination?,Will Hunter Biden win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
50d865855c9161b7897f8ed036d898a3,559656,559658,rejected,,rejected,eligible,Will Wes Moore win the 2028 Democratic presidential nomination?,Will Kamala Harris win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
7f83db90dccb3610488ffdbf658b634a,559659,559687,rejected,,rejected,eligible,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
dd652515e04437fb91cc49d6bc2ee8c2,559659,559689,rejected,,rejected,eligible,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
666af805d041aec5320ab925acf73816,559659,559691,rejected,,rejected,eligible,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,Will Chris Murphy win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
a15adaa0152276f4f67095902cb79439,559656,559659,rejected,,rejected,eligible,Will Wes Moore win the 2028 Democratic presidential nomination?,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
50d1e9fd837d7f5c97b46a6b96ca2989,559665,559670,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Gina Raimondo win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
0165644be5370996c32df9e4e0cfe623,559665,559672,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Roy Cooper win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
3ebb3e23d90dc966af4db9c757941bd9,559665,559673,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will John Fetterman win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
72cba49b85038383a233b76becc83d87,559665,559674,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Jared Polis win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
a09b06c48e5e51f771670735c561fbd9,559665,559675,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Jon Stewart win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
39f59d8316715b60fcc4cd66be8b9469,559665,559676,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Barack Obama win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
d683cc4f034648a16d73de4d799b7ccc,559665,559679,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Bernie Sanders win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
cbb99f68059c3e12ddb23ae723b06c35,559665,559680,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Phil Murphy win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
cd43fc90c7faa70a542d5a9874ccd5e6,559665,559682,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Hunter Biden win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
21e79f44de553225a0b45e347f9355bc,559656,559661,rejected,,rejected,eligible,Will Wes Moore win the 2028 Democratic presidential nomination?,Will Jon Ossoff win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
8897e891c4902de5f8176accc912b6ae,559665,559687,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
7761d8cdfa3e73fc5e7abf57f4020cd0,559665,559689,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
225315e6b6da4d2c7c20460d5173900c,559665,559691,rejected,,rejected,eligible,Will Cory Booker win the 2028 Democratic presidential nomination?,Will Chris Murphy win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
dd69a90ab93eab3acd0f506a7f5c4bae,559658,559674,rejected,,rejected,eligible,Will Kamala Harris win the 2028 Democratic presidential nomination?,Will Jared Polis win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
310fdb5aca5566c232ece8aaea59d29d,559670,559672,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will Roy Cooper win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
a948c241ba83bcd17d99f5b15a9f9205,559670,559673,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will John Fetterman win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
72340742bca09bd7aa05fafa177809d9,559670,559674,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will Jared Polis win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
c8659c546136e71d06a561c6ab5f7c0b,559670,559675,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will Jon Stewart win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
64aeab29eda402c43d4b313ac89fea23,559670,559676,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will Barack Obama win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
0a5cee9fe3a005fb277204c7ea2303fa,559670,559679,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will Bernie Sanders win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
99291dc97a12126c17f0a93ca7558b75,559670,559680,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will Phil Murphy win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
d6354c8c603538e830fc0e9a5fcf76d2,559670,559682,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will Hunter Biden win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
4654d88356376fd3b351ee38ee358abf,559656,559665,rejected,,rejected,eligible,Will Wes Moore win the 2028 Democratic presidential nomination?,Will Cory Booker win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
3c7d700a2e89bfc6de478da7022750e0,559670,559687,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
ac7d2b6f3553bc754f89778ce122f6bc,559670,559689,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
012e43c9ae5cc020580cc15bc62d84a6,559670,559691,rejected,,rejected,eligible,Will Gina Raimondo win the 2028 Democratic presidential nomination?,Will Chris Murphy win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
1ce49764c55609f7855ac8942c93d74f,559672,559673,rejected,,rejected,eligible,Will Roy Cooper win the 2028 Democratic presidential nomination?,Will John Fetterman win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
997b603834b654cd2ca765905f7ca3f2,559672,559674,rejected,,rejected,eligible,Will Roy Cooper win the 2028 Democratic presidential nomination?,Will Jared Polis win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
526e8953d99b595fa1cbabf9b3ac8a10,559672,559675,rejected,,rejected,eligible,Will Roy Cooper win the 2028 Democratic presidential nomination?,Will Jon Stewart win the 2028 Democratic presidential nomination?,0.38,0.15,1.0,,,,
