relationship_id,signal_ts_ms,relationship_type,relationship_subtype,outcome_space_id,strategy_lane,gross_edge,net_edge,accepted_for_simulation,flags,label,alignment_quality,candidate_id,context_space_id,estimated_fee,estimated_slippage,execution_model,execution_model_confidence,expected_payout_json,inequality_violated,ingested_ts_ms,market_id_a,market_id_b,net_edge_after_costs,preset,preset_label,preset_name,price_a,price_a_ts_ms,price_b,price_b_ts_ms,rejection_reason,replay_path,run_id,schema_version,simulated_position_json,stake_usdc,staleness_a_ms,staleness_b_ms,theoretical_edge,token_id_a,token_id_b
5910a43939d7ba6fe59cf6b80718e5c3,1765494007000,nested_a_implies_b,,,strict_context_valid,0.01100000,,True,,RESEARCH-ONLY — exploratory_trade_surface,stale,4a2e7ded3092d6a3e72641ba283f0f14,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0390 > P(B)=0.0280,1778932943486,553866,564218,0.00100000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03900000,1765454418000,0.02800000,1765454411000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""128.2051282051282051282051282"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""178.5714285714285714285714286"", ""side"": ""buy""}]",5.0,39589000,39596000,0.01100000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765497607000,nested_a_implies_b,,,strict_context_valid,0.01100000,,True,,RESEARCH-ONLY — exploratory_trade_surface,stale,57695f07372dcb986011a627f7ee601b,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0390 > P(B)=0.0280,1778932943486,553866,564218,0.00100000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03900000,1765454418000,0.02800000,1765454411000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""128.2051282051282051282051282"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""178.5714285714285714285714286"", ""side"": ""buy""}]",5.0,43189000,43196000,0.01100000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765544407000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,fresh,7721f34bcb84a4404eca9f11db563ce2,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943487,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,3589000,3597000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765548007000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,fresh,95ec69cf892624c0b65308af542a8bf2,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943487,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,7189000,7197000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765551607000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,fresh,6aedcdd969f9f2fffe4fa8de5653c473,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943487,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,10789000,10797000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765555207000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,fresh,79701cccd2268bba196cdde6725b2087,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943487,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,14389000,14397000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765558807000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,fresh,0dc244ae21138f745bdccfef02466839,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943487,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,17989000,17997000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765562407000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,fresh,0f909cb7fe7bcc8b1da708785aff2699,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943487,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,21589000,21597000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765566007000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,stale,f2867143d150033b2716eafa2821c1cd,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943487,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,25189000,25197000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765569607000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,stale,ffaa4cea61a65f63c93e26f918e37e6f,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943487,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,28789000,28797000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765573207000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,stale,501a9a41f197e87b653be7a4d6bdebc2,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943488,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,32389000,32397000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765576807000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,stale,25e09a6b077aa0a6b827a02f5862a4a4,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943488,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,35989000,35997000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765580407000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,stale,d02d52268ed00f68a4e3ee15d05be380,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943488,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,39589000,39597000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765584007000,nested_a_implies_b,,,strict_context_valid,0.01050000,,True,,RESEARCH-ONLY — exploratory_trade_surface,stale,3b37aa0f3bab83297f6eea541c250c93,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0380 > P(B)=0.0275,1778932943488,553866,564218,0.00050000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03800000,1765540818000,0.02750000,1765540810000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""131.5789473684210526315789474"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""181.8181818181818181818181818"", ""side"": ""buy""}]",5.0,43189000,43197000,0.01050000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765587607000,nested_a_implies_b,,,strict_context_valid,0.01250000,,True,,RESEARCH-ONLY — exploratory_trade_surface,fresh,85860d70583d6aa1e631ba3ded5d0093,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0390 > P(B)=0.0265,1778932943488,553866,564218,0.00250000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03900000,1765584019000,0.02650000,1765584011000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""128.2051282051282051282051282"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""188.6792452830188679245283019"", ""side"": ""buy""}]",5.0,3588000,3596000,0.01250000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765591207000,nested_a_implies_b,,,strict_context_valid,0.01250000,,True,,RESEARCH-ONLY — exploratory_trade_surface,fresh,9b0398e9845838a1b40e038e9e6c5437,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0390 > P(B)=0.0265,1778932943488,553866,564218,0.00250000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03900000,1765584019000,0.02650000,1765584011000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""128.2051282051282051282051282"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""188.6792452830188679245283019"", ""side"": ""buy""}]",5.0,7188000,7196000,0.01250000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765594807000,nested_a_implies_b,,,strict_context_valid,0.01250000,,True,,RESEARCH-ONLY — exploratory_trade_surface,fresh,f0d41e2864fcf6bded65a23bbff74987,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0390 > P(B)=0.0265,1778932943488,553866,564218,0.00250000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03900000,1765584019000,0.02650000,1765584011000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""128.2051282051282051282051282"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""188.6792452830188679245283019"", ""side"": ""buy""}]",5.0,10788000,10796000,0.01250000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
5910a43939d7ba6fe59cf6b80718e5c3,1765598407000,nested_a_implies_b,,,strict_context_valid,0.01250000,,True,,RESEARCH-ONLY — exploratory_trade_surface,fresh,2bbbdec0419640ab5714bc5dc6a76d2c,sports_championship_conference_progression,0.0,0.0500,price_history_only,0.4,{},P(A)=0.0390 > P(B)=0.0265,1778932943488,553866,564218,0.00250000,exploratory_trade_surface,EXPLORATORY,exploratory_trade_surface,0.03900000,1765584019000,0.02650000,1765584011000,,research,phase_h_explore_20260516,1,"[{""token_id"": ""12636035070565821048178968461063687179393834041535317885287743395873720755118"", ""shares"": ""128.2051282051282051282051282"", ""side"": ""buy""}, {""token_id"": ""6842047670820419171425914468337077680927367717837404858652329372722501774629"", ""shares"": ""188.6792452830188679245283019"", ""side"": ""buy""}]",5.0,14388000,14396000,0.01250000,12636035070565821048178968461063687179393834041535317885287743395873720755118,6842047670820419171425914468337077680927367717837404858652329372722501774629
